episode,score,avg_score,loss,epsilon
781,13,11.32,50.0041,0.0199
782,9,11.22,48.4209,0.0198
783,17,11.04,52.1104,0.0197
784,13,10.8,55.9975,0.0196
785,19,11.0,60.0946,0.0195
786,11,10.98,48.2014,0.0195
787,18,11.3,44.1876,0.0194
788,6,11.02,44.9793,0.0193
789,2,10.64,32.1696,0.0192
790,20,11.02,40.6807,0.0191
791,14,10.96,50.2631,0.019
792,19,10.86,52.4895,0.0189
793,7,10.88,50.0886,0.0188
794,4,10.88,65.2147,0.0187
795,9,10.78,52.3673,0.0186
796,21,11.08,54.2457,0.0185
797,26,11.3,45.5192,0.0184
798,9,11.24,41.9963,0.0183
799,7,11.02,49.3443,0.0182
800,25,10.98,51.1086,0.0181
801,11,11.02,47.8345,0.018
802,10,11.16,37.0307,0.018
803,18,11.2,57.3146,0.0179
804,9,11.24,41.213,0.0178
805,12,11.3,43.7146,0.0177
806,11,11.5,53.9147,0.0176
807,4,11.56,34.7074,0.0175
808,12,11.74,60.1045,0.0174
809,6,11.68,65.7045,0.0173
810,12,11.74,45.5581,0.0172
811,12,11.92,52.7053,0.0172
812,2,11.7,62.201,0.0171
813,7,11.3,47.3104,0.017
814,20,11.58,48.2696,0.0169
815,19,11.82,46.3633,0.0168
816,1,11.66,80.7555,0.0167
817,14,11.56,49.8267,0.0167
818,1,11.28,60.2581,0.0166
819,20,11.42,43.391,0.0165
820,23,11.56,49.936,0.0164
821,10,11.66,48.4685,0.0163
822,11,11.54,47.444,0.0162
823,9,11.58,49.5252,0.0162
824,20,11.78,56.8231,0.0161
825,12,11.88,50.8185,0.016
826,19,12.16,48.114,0.0159
827,14,12.24,55.4449,0.0158
828,13,12.32,40.0671,0.0158
829,15,12.46,46.3283,0.0157
830,23,12.78,45.7361,0.0156
831,8,12.68,44.5051,0.0155
832,5,12.6,62.2129,0.0154
833,20,12.66,46.6065,0.0154
834,13,12.66,63.7311,0.0153
835,18,12.64,50.6874,0.0152
836,1,12.44,41.6652,0.0151
837,10,12.28,58.6033,0.0151
838,10,12.36,48.7626,0.015
839,14,12.6,57.5556,0.0149
840,22,12.64,51.4924,0.0148
841,4,12.44,44.535,0.0148
842,11,12.28,45.3375,0.0147
843,10,12.34,49.5802,0.0146
844,13,12.52,50.0497,0.0145
845,13,12.6,46.1218,0.0145
846,25,12.68,53.2473,0.0144
847,5,12.26,39.7065,0.0143
848,17,12.42,59.0742,0.0143
849,9,12.46,64.0011,0.0142
850,10,12.16,57.324,0.0141
851,7,12.08,59.8288,0.014
852,5,11.98,37.6907,0.014
853,24,12.1,59.1357,0.0139
854,17,12.26,49.0489,0.0138
855,20,12.42,42.2947,0.0138
856,28,12.76,56.0702,0.0137
857,19,13.06,43.5892,0.0136
858,18,13.18,47.6856,0.0136
859,16,13.38,52.9247,0.0135
860,15,13.44,47.9124,0.0134
861,20,13.6,34.8294,0.0134
862,15,13.86,57.5094,0.0133
863,11,13.94,50.5882,0.0132
864,6,13.66,45.3457,0.0132
865,21,13.7,46.3463,0.0131
866,13,13.94,47.442,0.013
867,21,14.08,45.9093,0.013
868,13,14.32,56.8215,0.0129
869,0,13.92,47.9679,0.0128
870,24,13.94,48.5963,0.0128
871,9,13.92,48.2505,0.0127
872,14,13.98,43.5975,0.0126
873,3,13.86,33.3015,0.0126
874,22,13.9,51.9556,0.0125
875,12,13.9,35.7614,0.0125
876,9,13.7,41.2409,0.0124
877,10,13.62,47.0223,0.0123
878,12,13.6,53.2162,0.0123
879,25,13.8,46.4517,0.0122
880,9,13.52,44.278,0.0121
881,17,13.7,48.9968,0.0121
882,16,13.92,42.3796,0.012
883,16,13.84,52.0926,0.012
884,2,13.62,44.3112,0.0119
885,13,13.52,49.4551,0.0118
886,13,13.76,44.8832,0.0118
887,15,13.86,41.5609,0.0117
888,19,14.04,43.1893,0.0117
889,21,14.18,48.3435,0.0116
890,13,14.0,45.663,0.0115
891,6,14.04,59.2136,0.0115
892,9,14.0,45.7508,0.0114
893,12,14.04,48.6834,0.0114
894,28,14.34,56.6169,0.0113
895,10,14.28,46.2651,0.0113
896,9,13.96,45.9281,0.0112
897,16,14.18,49.7246,0.0112
898,7,13.98,48.0035,0.0111
899,10,14.0,53.0488,0.011
900,6,13.92,37.4232,0.011
901,7,13.92,69.1382,0.0109
902,22,14.26,45.5674,0.0109
903,26,14.3,50.8542,0.0108
904,6,14.08,46.411,0.0108
905,18,14.04,57.7649,0.0107
906,18,13.84,44.8661,0.0107
907,24,13.94,48.2868,0.0106
908,19,13.96,43.9866,0.0106
909,12,13.88,44.5147,0.0105
910,18,13.94,53.1048,0.0104
911,15,13.84,52.9899,0.0104
912,14,13.82,49.4333,0.0103
913,14,13.88,57.8877,0.0103
914,23,14.22,49.1119,0.0102
915,10,14.0,44.5787,0.0102
916,14,14.02,47.3431,0.0101
917,31,14.22,51.1677,0.0101
918,23,14.42,49.4313,0.01
919,13,14.68,55.4426,0.01
920,19,14.58,50.6092,0.01
921,18,14.76,51.98,0.01
922,7,14.62,40.1043,0.01
923,19,14.94,48.8568,0.01
924,11,14.72,44.451,0.01
925,15,14.78,50.2061,0.01
926,25,15.1,50.9847,0.01
