episode,score,avg_score,loss,epsilon
777,9,14.08,30.3611,0.0078
778,3,13.82,19.4617,0.0078
779,7,13.72,23.8802,0.0078
780,11,13.66,28.2243,0.0078
781,2,13.44,35.4312,0.0078
782,7,13.24,26.0459,0.0078
783,17,13.24,31.5484,0.0078
784,19,13.3,24.8264,0.0078
785,4,13.08,27.1607,0.0078
786,10,12.9,32.138,0.0078
787,8,12.7,36.3203,0.0078
788,20,12.82,28.8778,0.0078
789,9,12.8,30.9523,0.0078
790,12,12.86,26.8002,0.0078
791,5,12.7,33.6195,0.0078
792,14,12.6,29.2676,0.0078
793,4,12.3,35.3846,0.0078
794,16,12.16,25.1789,0.0078
795,16,12.22,32.6751,0.0078
796,7,11.98,36.6228,0.0078
797,8,11.84,31.6243,0.0078
798,13,11.68,31.7411,0.0078
799,25,11.84,28.6985,0.0078
800,6,11.6,25.3049,0.0078
801,9,11.6,25.2016,0.0078
802,30,11.82,27.1574,0.0078
803,9,11.8,31.2115,0.0078
804,22,11.96,32.6616,0.0078
805,14,12.04,27.7373,0.0078
806,20,12.16,31.144,0.0078
807,6,12.02,34.4609,0.0078
808,9,11.9,28.785,0.0078
809,11,12.06,28.1335,0.0078
810,21,12.34,32.8141,0.0078
811,15,12.42,30.6514,0.0078
812,8,12.24,35.7021,0.0078
813,10,12.26,35.3979,0.0078
814,15,12.3,35.3848,0.0078
815,19,12.56,34.8685,0.0078
816,14,12.58,30.6698,0.0078
817,23,12.84,29.4273,0.0078
818,23,12.9,36.5829,0.0078
819,1,12.76,28.3345,0.0078
820,6,12.6,26.5509,0.0078
821,17,12.5,31.9442,0.0078
822,9,12.24,26.2317,0.0078
823,13,12.16,33.1177,0.0078
824,10,12.02,36.136,0.0078
825,27,12.4,30.1526,0.0078
826,29,12.84,28.2867,0.0078
827,23,13.12,31.397,0.0078
828,19,13.44,34.0214,0.0078
829,20,13.7,31.0439,0.0078
830,14,13.76,32.3804,0.0078
831,20,14.12,31.4459,0.0078
832,14,14.26,33.524,0.0078
833,20,14.32,30.5135,0.0078
834,9,14.12,32.0337,0.0078
835,16,14.36,31.1325,0.0078
836,10,14.36,39.1108,0.0078
837,6,14.32,38.5955,0.0078
838,6,14.04,29.1801,0.0078
839,9,14.04,32.1326,0.0078
840,17,14.14,31.8134,0.0078
841,17,14.38,38.8211,0.0078
842,17,14.44,31.1619,0.0078
843,5,14.46,38.4774,0.0078
844,21,14.56,29.3591,0.0078
845,9,14.42,33.3564,0.0078
846,17,14.62,32.6215,0.0078
847,7,14.6,33.8379,0.0078
848,6,14.46,31.7681,0.0078
849,17,14.3,40.0791,0.0078
850,10,14.38,31.9923,0.0078
851,4,14.28,46.3839,0.0078
852,11,13.9,34.4968,0.0078
853,13,13.98,39.6276,0.0078
854,24,14.02,37.1514,0.0078
855,9,13.92,36.0419,0.0078
856,9,13.7,30.4508,0.0078
857,9,13.76,31.2254,0.0078
858,5,13.68,17.8796,0.0078
859,21,13.88,32.376,0.0078
860,16,13.78,34.9012,0.0078
861,16,13.8,32.6207,0.0078
862,6,13.76,33.5422,0.0078
863,8,13.72,31.3988,0.0078
864,21,13.84,31.8362,0.0078
865,1,13.48,31.4716,0.0078
866,15,13.5,37.8103,0.0078
867,18,13.4,33.0123,0.0078
868,14,13.22,32.2257,0.0078
869,21,13.62,35.612,0.0078
870,8,13.66,32.8707,0.0078
871,4,13.4,44.5832,0.0078
872,16,13.54,35.4108,0.0078
873,18,13.64,41.1627,0.0078
874,15,13.74,34.5926,0.0078
875,13,13.46,35.7006,0.0078
876,22,13.32,32.944,0.0078
877,20,13.26,35.4921,0.0078
878,22,13.32,35.5657,0.0078
879,11,13.14,28.1123,0.0078
880,20,13.26,30.7024,0.0078
881,16,13.18,32.938,0.0078
882,13,13.16,24.5368,0.0078
883,13,13.02,27.9111,0.0078
884,23,13.3,31.9367,0.0078
885,11,13.2,33.4806,0.0078
886,8,13.16,28.6855,0.0078
887,15,13.34,35.29,0.0078
888,7,13.36,29.2119,0.0078
889,15,13.48,32.0717,0.0078
890,13,13.4,31.533,0.0078
891,16,13.38,31.4968,0.0078
892,14,13.32,32.6284,0.0078
893,15,13.52,32.8089,0.0078
894,6,13.22,28.7032,0.0078
895,18,13.4,31.786,0.0078
896,5,13.16,29.5397,0.0078
897,3,13.08,34.0266,0.0078
898,6,13.08,33.0676,0.0078
899,25,13.24,34.9566,0.0078
900,23,13.5,33.9729,0.0078
901,8,13.58,31.1699,0.0078
902,13,13.62,36.4737,0.0078
903,23,13.82,29.7615,0.0078
904,20,13.74,28.3598,0.0078
905,28,14.12,30.4827,0.0078
906,12,14.18,32.1588,0.0078
907,8,14.16,31.4156,0.0078
908,31,14.68,29.9832,0.0078
909,17,14.6,28.5449,0.0078
910,11,14.5,33.1675,0.0078
911,21,14.6,30.4328,0.0078
912,11,14.7,32.9756,0.0078
913,7,14.68,31.1259,0.0078
914,19,14.64,25.3579,0.0078
915,16,14.94,35.5788,0.0078
916,32,15.28,32.0714,0.0078
917,16,15.24,31.9411,0.0078
918,11,15.18,31.3086,0.0078
919,11,14.98,31.7467,0.0078
920,13,15.08,39.3278,0.0078
921,12,15.24,37.2333,0.0078
922,23,15.38,31.2406,0.0078
923,20,15.42,30.5996,0.0078
924,19,15.5,30.9319,0.0078
925,12,15.48,37.5447,0.0078
926,11,15.26,37.0126,0.0078
927,5,14.96,31.5291,0.0078
928,10,14.72,30.9588,0.0078
929,20,14.9,31.845,0.0078
930,3,14.56,27.0895,0.0078
931,11,14.46,30.8375,0.0078
932,19,14.58,32.7468,0.0078
933,4,14.4,39.9979,0.0078
934,14,14.22,31.2795,0.0078
935,17,14.34,37.2296,0.0078
936,21,14.6,35.0943,0.0078
937,12,14.54,33.6182,0.0078
938,7,14.54,34.824,0.0078
939,29,14.82,32.3787,0.0078
940,18,14.92,31.543,0.0078
941,19,14.98,28.3304,0.0078
942,22,15.14,30.2474,0.0078
943,26,15.36,33.1834,0.0078
944,19,15.62,29.9503,0.0078
945,22,15.7,31.122,0.0078
946,10,15.8,30.8164,0.0078
947,1,15.76,27.6251,0.0078
948,8,15.8,30.8424,0.0078
949,21,15.72,28.7601,0.0078
950,17,15.6,30.2657,0.0078
951,22,15.88,34.2313,0.0078
952,8,15.78,29.6655,0.0078
953,18,15.68,34.54,0.0078
954,16,15.6,31.4986,0.0078
955,20,15.44,28.8688,0.0078
956,19,15.58,30.9412,0.0078
957,11,15.64,30.5818,0.0078
958,16,15.34,35.1101,0.0078
959,14,15.28,30.205,0.0078
960,11,15.28,29.4546,0.0078
961,19,15.24,29.275,0.0078
962,13,15.28,27.8911,0.0078
963,14,15.42,25.7135,0.0078
964,17,15.38,35.9936,0.0078
965,24,15.54,26.3583,0.0078
966,13,15.16,28.2241,0.0078
967,19,15.22,31.0867,0.0078
968,9,15.18,25.085,0.0078
969,14,15.24,29.9755,0.0078
970,17,15.32,30.512,0.0078
971,6,15.2,34.8728,0.0078
972,21,15.16,31.4932,0.0078
973,18,15.12,41.2673,0.0078
974,7,14.88,32.9143,0.0078
975,21,15.06,33.7915,0.0078
976,16,15.16,34.8515,0.0078
977,14,15.34,25.9704,0.0078
978,25,15.64,32.0644,0.0078
979,8,15.4,35.3879,0.0078
980,12,15.58,30.5833,0.0078
981,14,15.64,29.0109,0.0078
982,12,15.5,28.9514,0.0078
983,7,15.56,32.144,0.0078
984,17,15.62,27.9612,0.0078
985,6,15.4,29.9142,0.0078
986,16,15.3,30.3866,0.0078
987,17,15.4,35.3888,0.0078
988,20,15.66,30.3998,0.0078
989,9,15.26,33.2431,0.0078
990,20,15.3,33.0312,0.0078
991,24,15.4,30.4895,0.0078
992,5,15.06,35.3338,0.0078
993,26,15.06,39.6376,0.0078
994,15,14.98,30.9501,0.0078
995,14,14.82,31.5293,0.0078
996,17,14.96,33.6631,0.0078
997,19,15.32,30.9038,0.0078
998,10,15.36,38.4442,0.0078
999,6,15.06,38.8639,0.0078
1000,5,14.82,31.1857,0.0078
